0.57 0.1 0.57 0.89 0.27 0.84 0.42 0.77 0.98 0.84
0.7 0.81 0.78 0.97 0.27 0.35 0.03 0.14 0.34 0.18
0.85 0.2 0.89 0.69 0.66 0.48 0.72 0.76 0.97 0.75
0.14 0.2 0.06 0.54 0.79 0.6 0.47 0.66 0.43 0.82
0.98 0.75 0.95 0.92 0.34 0.19 0.25 0.03 0.19 0.08
0.17 0.1 0.9 0.23 0.17 0.58 0.04 0.84 0.03 0.97
0.27 0.65 0.16 0.21 0.13 0.35 0.16 0.9 0.75 0.72
0.51 0.14 0.4 0.88 0.12 0.59 0.75 0.84 0.05 0.15
0.16 0.19 0.67 0.55 0.72 0.31 0.03 0.42 0.03 0.39
0.05 0.46 0.27 0.86 0.15 0.68 0.65 0.22 0.54 0.12
0.41 0.16 0.49 0.09 0.68 0.83 0.63 0.58 0.55 0.54
0.35 0.96 0.48 0.64 0.49 0.74 0.92 0.61 0.25 0.35
0.41 0.92 0.49 0.35 0.26 0.59 0.57 0.09 0.73 0.11
0.06 0.33 0.01 0.43 0.68 0.69 0.52 0.11 0.11 0.88
0.54 0.11 0.35 0.27 0.08 0.96 0.78 0.65 0.97 0.67
0.03 0.44 0.66 0.73 0.33 0.06 0.59 0.87 0.11 0.76
0.61 0.44 0.24 0.47 0.08 0.52 0.3 0.28 0.3 0.4
0.08 0.88 0.95 0.91 0.73 0.17 0.27 0.33 0.51 0.22
0.89 0.79 0.52 0.51 0.46 0.03 0.6 0.55 0.98 0.98
0.74 0.73 0.72 0.54 0.35 0.63 0.94 0.43 0.1 0.37
0.72 0.08 0.86 0.78 0.91 0.32 0.84 0.89 0.94 0.14
0.89 0.87 0.35 0.62 0.56 0.04 0.51 0.53 0.48 0.91
0.12 0.13 0.05 0.78 0.05 0.33 1.0 0.69 0.87 0.91
0.29 0.75 0.72 0.96 0.79 0.23 0.1 0.56 0.17 0.06
0.05 0.85 0.15 0.13 0.81 0.98 0.74 0.5 0.52 0.4
0.52 0.09 0.45 0.33 0.85 0.71 0.73 0.3 0.02 0.12
0.43 0.41 0.62 0.91 0.62 0.3 0.57 0.24 0.71 0.75
0.04 0.08 0.37 0.0 0.5 0.68 0.12 0.02 0.6 0.76
0.56 0.31 0.28 0.93 0.22 0.57 0.97 0.94 0.86 0.67
0.57 0.07 0.14 0.32 0.85 0.58 0.57 0.08 0.01 0.29
0.65 0.13 0.56 0.82 0.4 0.61 0.4 0.49 0.18 0.51
0.22 0.9 0.49 0.91 0.06 0.42 0.81 0.29 0.36 0.29
0.65 0.85 0.49 0.73 0.34 0.49 0.3 0.65 0.14 0.49
0.91 0.78 0.94 0.7 0.85 0.57 0.6 0.69 0.99 0.35
0.03 0.51 0.95 0.17 0.84 0.38 0.95 0.29 0.33 0.94
0.4 0.06 0.72 0.17 0.94 0.89 0.3 0.87 0.83 0.3
0.31 0.68 0.27 0.68 0.44 0.9 0.46 0.21 0.9 0.07
0.87 0.54 0.03 0.16 0.41 0.23 0.78 0.37 0.17 0.68
0.36 0.0 0.5 0.3 0.71 0.75 0.21 0.81 0.6 0.58
0.92 0.31 0.53 0.83 0.65 0.36 0.76 0.75 0.11 0.6
0.38 0.5 0.07 0.78 0.4 0.83 0.79 0.65 0.45 0.11
0.58 0.26 0.1 0.09 0.92 0.39 0.14 0.78 0.86 0.27
0.79 0.07 0.08 0.73 0.21 0.32 0.91 0.82 0.47 0.08
0.62 0.34 0.26 0.96 0.28 0.51 0.95 0.44 0.35 0.68
0.43 0.79 0.51 0.47 0.6 0.38 0.84 0.84 0.48 0.91
0.1 0.92 0.2 0.63 0.52 0.73 0.36 0.32 0.1 0.05
0.52 0.08 0.12 0.63 0.1 0.19 0.35 0.26 0.1 0.07
0.2 0.2 0.6 0.22 0.78 1.0 0.38 0.28 0.71 0.35
0.5 0.97 0.34 0.88 0.13 0.12 0.99 0.71 0.44 0.48
0.63 0.69 0.94 0.1 0.51 0.48 0.29 0.58 0.01 0.43
0.12 0.84 0.27 0.97 0.1 0.67 0.99 0.64 0.22 0.35
0.8 0.12 0.89 0.9 0.13 0.57 0.21 0.9 0.95 0.69
0.61 0.99 0.7 0.91 0.79 0.69 0.15 0.15 0.77 0.2
0.86 0.22 0.63 0.96 0.67 0.16 0.66 0.05 0.1 0.26
0.24 0.45 0.06 0.36 0.07 0.96 0.19 0.78 0.98 0.15
0.99 0.91 0.04 0.82 0.98 0.59 0.32 0.88 0.84 0.81
0.97 0.12 0.63 0.87 0.35 0.14 0.09 0.05 0.1 0.27
0.23 0.09 0.2 0.16 0.19 0.18 0.31 0.2 0.85 0.04
0.84 0.25 0.39 0.7 0.66 0.22 0.52 0.7 0.43 0.74
0.0 0.47 0.07 0.99 0.62 0.08 0.1 0.15 0.67 0.06
0.14 0.87 0.66 0.26 0.05 0.48 0.93 0.57 0.06 0.08
0.59 0.18 0.12 0.58 0.12 0.6 1.0 0.5 0.94 0.96
0.35 0.14 0.13 0.19 0.44 0.87 0.46 0.76 0.08 0.69
0.94 0.94 0.41 0.91 0.18 0.54 0.78 0.67 0.72 0.74
0.54 0.5 0.93 0.17 0.48 0.43 0.87 0.74 0.35 0.01
0.81 0.72 0.57 0.8 0.52 0.48 0.38 0.28 0.1 0.97
0.32 0.49 0.15 0.33 0.76 0.11 0.6 0.4 0.44 0.49
0.44 0.67 0.6 0.97 0.56 0.2 0.53 0.31 0.53 0.43
0.24 0.42 0.4 0.13 0.05 0.62 0.19 0.99 0.07 0.56
0.03 0.14 0.47 0.67 0.72 0.47 0.77 0.23 0.59 0.28
0.51 0.58 0.57 0.92 0.83 0.02 0.67 0.07 0.7 0.35
0.79 0.07 0.99 0.24 0.53 0.53 0.65 0.15 0.12 0.45
0.81 0.39 0.8 0.54 0.78 0.33 0.08 0.17 0.51 0.69
0.67 0.08 0.4 0.14 0.44 0.68 0.85 0.93 0.55 0.69
0.38 0.08 0.04 0.23 0.7 0.55 0.76 0.11 0.81 0.43
0.68 0.83 0.48 0.63 0.7 0.98 0.37 0.41 0.62 0.1
0.62 0.48 0.57 0.99 0.3 0.81 0.88 0.08 0.97 0.69
0.51 0.99 0.28 0.37 0.51 0.02 0.38 0.0 0.84 0.79
0.49 0.03 0.35 0.8 0.24 0.43 0.79 0.75 0.71 0.77
0.99 0.24 0.58 0.28 0.73 0.47 0.25 0.87 0.0 0.72
0.97 0.16 0.92 0.97 0.08 0.69 0.66 0.75 0.34 0.14
0.37 0.38 0.37 0.31 0.66 0.38 0.54 0.49 0.12 0.9
0.38 0.6 0.63 0.66 0.23 0.82 0.11 0.53 0.43 0.66
0.31 0.53 0.25 0.54 0.63 0.06 0.27 0.56 0.81 0.74
0.87 0.83 0.72 1.0 0.28 0.96 0.4 0.88 0.32 0.67
0.21 0.62 0.1 0.96 0.5 0.5 0.53 0.57 0.27 0.27
0.74 0.21 1.0 0.77 0.16 0.06 0.52 0.66 0.32 0.32
0.08 0.49 0.16 0.08 0.17 0.68 0.88 0.86 0.07 0.12
0.46 0.8 0.8 0.01 0.9 0.67 0.12 0.18 0.64 0.56
0.63 0.66 0.59 0.19 0.56 0.37 0.56 0.91 0.42 0.04
0.02 0.03 0.47 0.0 0.4 0.01 0.4 0.3 0.63 0.0
0.61 0.77 0.54 0.76 0.81 0.02 0.73 0.39 0.82 0.96
0.18 0.57 0.0 0.54 0.0 0.06 0.6 0.48 0.71 0.49
0.17 0.4 0.1 0.79 0.28 0.45 0.26 0.13 0.11 0.74
0.92 0.9 0.31 0.14 0.78 0.8 0.61 0.67 0.12 0.98
0.31 0.62 0.76 0.48 0.46 0.91 0.9 0.46 0.91 0.27
0.36 0.77 0.03 0.18 0.16 0.14 0.76 0.99 0.48 0.84
0.96 0.25 0.58 0.03 0.05 0.03 0.26 0.07 0.48 0.49
0.23 0.13 0.34 0.5 0.76 0.91 0.31 0.44 0.67 0.95
0.81 0.96 0.04 0.08 0.24 0.69 0.74 0.85 1.0 0.92
0.84 0.21 0.76 0.13 0.52 0.7 0.74 0.95 0.4 0.52
0.36 0.27 0.08 0.17 0.85 0.7 0.36 0.1 0.44 0.26
0.97 0.81 0.72 0.19 0.75 0.98 0.92 0.93 0.71 0.86
0.04 0.04 0.27 0.96 0.85 0.6 0.68 0.03 0.02 0.51
0.69 0.9 0.81 0.97 0.06 0.18 0.11 0.6 0.85 0.07
0.84 0.0 0.81 0.34 0.01 0.52 0.7 0.5 0.15 0.65
0.92 0.49 0.3 0.27 0.27 0.71 0.82 0.99 0.22 0.29
0.22 0.18 0.63 0.12 0.28 1.0 0.68 0.38 0.33 0.62
0.13 0.95 0.42 0.03 0.88 0.15 0.03 0.25 0.48 0.57
0.36 0.73 0.04 0.97 0.2 0.49 0.59 0.55 0.39 0.09
0.96 0.38 0.58 0.12 0.98 0.82 0.57 0.61 0.57 0.69
0.39 0.17 0.5 0.68 0.01 0.98 0.06 0.91 0.48 0.48
0.39 0.73 0.91 0.77 0.73 0.14 0.07 0.71 0.09 0.73
0.63 0.84 0.08 0.7 0.66 0.44 0.21 0.15 0.58 0.65
0.74 0.59 0.83 0.91 0.69 0.85 0.75 0.55 0.28 0.22
0.99 0.43 0.02 0.04 0.98 0.85 0.96 0.42 0.27 0.39
0.95 0.7 0.33 0.22 0.01 0.12 0.1 0.6 0.23 0.91
0.28 0.53 0.05 0.25 0.17 0.28 0.16 0.84 0.55 0.53
0.56 0.81 0.93 0.97 0.07 0.34 0.66 0.74 0.68 0.05
0.59 0.09 0.04 0.38 0.73 0.36 0.7 0.3 0.52 0.07
0.35 0.82 0.98 0.39 0.01 0.86 0.41 0.17 0.61 0.22
0.9 0.04 0.35 0.92 0.49 0.42 0.52 0.63 0.3 0.11
0.69 0.56 0.9 0.32 0.59 0.63 0.38 0.01 0.98 0.24
0.77 0.32 0.51 0.09 0.75 0.63 0.72 0.22 0.75 0.99
0.79 0.36 0.99 0.09 0.06 0.98 0.03 0.64 0.89 0.8
0.17 0.21 0.74 0.5 0.03 0.68 0.11 0.06 0.38 0.14
0.29 0.04 0.36 0.92 0.75 0.29 0.22 0.54 0.19 0.63
0.68 0.86 0.5 0.33 0.92 0.34 0.9 0.53 0.63 0.33
0.91 0.59 0.26 0.66 0.95 0.43 0.92 0.18 0.51 0.99
0.73 0.84 0.62 0.96 0.16 0.05 0.92 0.35 0.55 0.35
0.79 0.95 0.19 0.12 0.88 0.03 0.29 0.1 0.91 0.38
0.96 0.54 0.3 0.74 0.42 0.56 0.37 0.12 0.01 0.93
0.56 0.75 0.08 0.49 0.68 0.72 0.36 0.12 0.64 0.95
0.64 0.36 0.01 0.99 0.32 0.08 0.96 0.59 0.98 0.67
0.32 0.04 0.29 0.53 0.91 0.49 0.73 0.81 0.95 0.05
0.86 0.94 0.5 0.15 0.59 0.16 0.33 0.02 0.71 0.75
0.57 0.05 0.62 0.46 0.48 0.09 0.91 0.0 0.43 0.96
0.25 0.79 0.09 0.34 0.9 0.81 0.03 0.23 0.09 0.71
0.56 0.14 0.1 0.29 0.97 0.28 0.13 0.24 0.32 0.33
0.89 0.9 0.81 0.72 0.63 0.81 0.21 0.97 0.62 0.35
0.67 0.83 0.94 0.47 0.71 0.41 0.61 0.42 0.03 0.47
0.1 0.78 0.45 0.7 0.49 0.45 0.17 0.48 0.7 0.34
0.17 0.94 0.3 0.35 0.68 0.22 0.75 0.83 0.07 0.87
0.19 0.29 0.05 0.78 0.13 0.98 0.28 0.78 0.62 0.53
0.16 0.05 0.12 0.86 0.83 0.69 0.38 0.95 0.24 0.63
0.12 0.46 0.38 0.25 0.97 0.33 0.64 0.31 0.25 0.38
0.58 0.83 0.98 0.41 0.42 0.61 0.84 0.15 0.83 0.85
0.58 0.19 0.66 0.54 0.73 0.47 0.77 0.2 0.32 0.2
0.96 0.62 0.91 0.38 0.89 0.31 0.77 0.51 0.55 0.82
0.11 0.24 0.89 0.38 0.7 0.73 0.94 0.02 0.15 0.86
0.85 0.51 0.95 0.45 0.11 1.0 0.22 0.32 0.3 0.11
0.96 0.65 0.63 0.16 0.5 0.3 0.72 0.61 0.86 0.12
0.11 0.49 0.71 0.82 0.02 0.31 0.48 0.95 0.08 0.46
0.45 0.86 0.15 0.1 0.53 0.61 0.04 0.86 0.55 0.26
0.83 0.18 0.19 0.12 0.22 0.75 0.65 0.76 0.96 0.11
0.42 0.43 0.62 0.01 0.83 0.11 0.39 0.85 0.06 0.94
0.94 0.29 0.02 0.75 0.89 0.54 0.35 0.81 0.72 0.17
0.4 0.25 0.71 0.17 0.51 0.45 0.81 0.96 0.09 0.75
0.94 0.53 0.58 0.4 0.89 0.4 0.89 0.94 0.54 0.95
0.38 0.47 0.73 0.16 0.8 0.29 0.92 0.74 0.68 0.82
0.33 0.02 0.56 0.8 0.18 0.39 0.73 0.34 0.21 0.92
0.5 0.16 0.64 0.91 0.61 0.62 0.51 0.49 0.46 0.35
0.17 0.94 0.31 0.22 0.59 0.63 0.47 0.9 0.3 0.31
0.43 0.09 0.23 0.22 0.52 0.46 0.43 0.38 0.8 0.51
0.88 0.08 0.62 0.4 0.43 0.39 0.41 0.5 0.3 0.82
0.93 0.4 0.32 0.34 0.67 1.0 0.6 0.07 0.72 0.44
0.15 0.42 0.67 0.1 0.63 0.3 0.36 0.76 0.03 0.94
0.96 0.01 0.12 0.26 0.73 0.31 0.96 0.24 0.2 0.68
0.03 0.69 0.56 0.06 0.97 0.0 0.51 0.27 0.09 0.77
