P1,P2,similarity
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.6395208774653908 0.761584033121794 0.905529858504662 0.7811959340437491 0.6645343294453823 0.8231587963351135,1.3292416632711088
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.8594804124580178 0.7516810845555758 0.9129420409774652 0.7461427267011114 0.7551238736903302 0.6782421727706566,1.355054264857873
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.6303840508156863 0.6917285238579104 0.6563065911419789 0.616591835998995 0.7790365273149192 0.7728476060958214,1.1243236828764305
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.7594278956255303 0.749175141084395 0.7315300456863888 0.9031913303947328 0.7012445871350828 0.7767004809210799,1.317586520606155
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.6978559517905352 0.8283603575484227 0.5978792205428927 0.701045666168703 0.8753553269474784 0.7080417089488766,1.2279066873836104
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.6408258697932843 0.6507658669102385 0.6761441507516971 0.7077577128968588 0.7126418279387773 0.8674679725003965,1.1793225649400279
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.7473955965097304 0.7633644183200488 0.4700901046772156 0.6975807361872834 0.8375535655351372 0.8757018599048301,1.2461597200377381
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.6640545736327822 0.6859000073205749 0.8749305862349095 0.7158355907035169 0.8225055757133912 0.8041782627505485,1.2960903879320338
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.5916878661599682 0.6878972488433521 0.7296196321452095 0.6776930833714824 0.6147755821356579 0.8461279174936325,1.1596249539507848
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.6914891781492829 0.8368233299232208 0.6285472941743738 0.841115110059919 0.6223763468942654 0.6067326786590441,1.1823130823338301
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.8080760689908533 0.7662480287356864 0.6661144326999183 0.7987726299950907 0.5567819954549733 0.8441405995812532,1.2833347499307985
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.7687058173555359 0.7276693180023777 0.7654580553946768 0.8252070950663887 0.5743978609629967 0.8465457317178272,1.3030428561459237
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.9053394213414098 0.8977506354570542 0.8149179831398946 0.9827774151436149 0.8747318916874746 0.6586305348043049,1.5202963803600744
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.8707846743167509 0.8711641678059514 0.5941536060054708 0.6554947442530326 0.6235708690064411 0.7373188468352715,1.2527286566859512
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.7232382553044903 0.7936007742498267 0.7940323765936514 0.6006619854365887 0.7165551503125343 0.7572398405804981,1.2404430131934192
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.7727806845950037 0.8161258000373491 0.9215570370107729 0.8982231905783755 0.8047631114938518 0.6367066033374722,1.4114954160192312
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.7596102124468528 0.6250610081625793 0.8248218876599999 0.7035043299850221 0.7810833454448574 0.8355882859248362,1.278810163009425
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.9824322558890695 0.7251805881896621 0.6312956581329081 0.7943472799389069 0.6915260929538586 0.5512871663016924,1.2387758271410017
0.25887636541059483 0.13862869220202237 0.19594313758477944 0.29623279765551574 0.4008177993048671 0.17072425432561505,0.7164774838682066 0.9287074100129364 0.8383398815730778 0.739951998624151 0.7210015427545347 0.8560529606451861,1.4196395793374832
